지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액
43150,왕암동,2021-07-12,왕암 코아루드림,779,60.262,6,2018,18000
43150,왕암동,2021-07-12,왕암 코아루드림,779,60.262,7,2018,17500
43150,왕암동,2021-07-14,왕암 코아루드림,779,60.262,7,2018,18300
43150,왕암동,2021-07-20,왕암 코아루드림,779,66.7275,11,2018,18000
43150,왕암동,2021-07-21,왕암 코아루드림,779,60.262,7,2018,18500
43150,왕암동,2021-07-23,왕암 코아루드림,779,60.262,9,2018,16700
43150,왕암동,2021-07-24,왕암 코아루드림,779,60.262,15,2018,18500
43150,왕암동,2021-07-26,왕암 코아루드림,779,60.262,11,2018,18000
43150,왕암동,2021-07-26,현진에버빌1차,905,73.8464,4,2007,17500
43150,장락동,2021-07-01,장락주공2단지,1026,39.99,10,1999,6900
43150,장락동,2021-07-01,장락주공2단지,1026,59.8,15,1999,10200
43150,장락동,2021-07-02,장락주공2단지,1026,49.96,5,1999,8133
43150,장락동,2021-07-03,신안실크밸리,1050,60.6993,8,2017,20700
43150,장락동,2021-07-03,장락주공2단지,1026,49.96,9,1999,8450
43150,장락동,2021-07-04,장락주공2단지,1026,59.8,13,1999,11000
43150,장락동,2021-07-06,제천미림청솔,637-7,49.77,1,1995,7500
43150,장락동,2021-07-08,장락주공2단지,1026,49.96,1,1999,7000
43150,장락동,2021-07-09,장락파라디아,325,140.9681,1,2008,31500
43150,장락동,2021-07-09,장락e-편한세상,678,119.849,3,2007,27500
43150,장락동,2021-07-09,장락e-편한세상,678,119.849,11,2007,30000
43150,장락동,2021-07-09,장락주공2단지,1026,49.96,7,1999,8200
43150,장락동,2021-07-10,제천미림청솔,637-7,49.77,14,1995,7800
43150,장락동,2021-07-12,장락e-편한세상,678,119.849,3,2007,29500
43150,장락동,2021-07-12,신안실크밸리,1050,63.6102,3,2017,25100
43150,장락동,2021-07-13,제천미림청솔,637-7,49.77,5,1995,7400
43150,장락동,2021-07-15,제천미림청솔,637-7,49.77,6,1995,8300
43150,장락동,2021-07-19,장락주공2단지,1026,49.96,1,1999,7870
43150,장락동,2021-07-19,신안실크밸리,1050,64.7504,13,2017,25500
43150,장락동,2021-07-19,장락파라디아,325,140.9681,15,2008,30000
43150,장락동,2021-07-20,장락e-편한세상,678,146.83700000000005,10,2007,31700
43150,장락동,2021-07-21,장락파라디아,325,125.7478,5,2008,25000
43150,장락동,2021-07-23,장락주공2단지,1026,49.96,4,1999,8800
43150,장락동,2021-07-26,신안실크밸리,1050,84.9038,25,2017,35000
43150,장락동,2021-07-28,장락파라디아,325,125.7478,8,2008,30000
43150,장락동,2021-07-29,천일베리굿,460,84.917,10,2003,18000
43150,장락동,2021-07-30,천일베리굿,460,84.917,7,2003,18500
43150,장락동,2021-07-31,장락주공2단지,1026,49.96,10,1999,9700
43150,천남동,2021-07-08,신원아침도시더퍼스트,493,84.9267,9,2020,35500
43150,천남동,2021-07-11,신원아침도시더퍼스트,493,76.4981,5,2020,30300
43150,천남동,2021-07-13,코아루,9-10,176.7304,2,2005,34000
43150,천남동,2021-07-19,신원아침도시더퍼스트,493,59.9884,19,2020,23500
43150,천남동,2021-07-22,코아루,9-10,130.8299,14,2005,31500
43150,청전동,2021-07-01,비둘기,639,35.52,16,1991,2900
43150,청전동,2021-07-01,청전2주공,646,40.0,6,1991,3100
43150,청전동,2021-07-02,두진백로,985,60.0,12,1995,11800
43150,청전동,2021-07-02,비둘기,639,35.52,13,1991,3350
43150,청전동,2021-07-05,주공,4,42.11,3,1980,6300
43150,청전동,2021-07-06,청전두진백로2차,986,85.0,7,1995,16900
43150,청전동,2021-07-06,비둘기,639,35.52,2,1991,3500
43150,청전동,2021-07-06,현대,72,84.945,14,1990,15600
43150,청전동,2021-07-08,청전2주공,646,46.99,6,1991,4900
43150,청전동,2021-07-11,성한,480-4,45.36,4,1991,3000
43150,청전동,2021-07-12,현대,72,84.945,2,1990,12500
43150,청전동,2021-07-13,청전2주공,646,40.0,6,1991,3000
43150,청전동,2021-07-13,현대,72,106.29,14,1990,19300
43150,청전동,2021-07-13,덕일한마음,987,59.85,9,1995,11300
43150,청전동,2021-07-13,청전2주공,646,40.0,3,1991,4500
43150,청전동,2021-07-14,주공,4,42.54,1,1980,8000
43150,청전동,2021-07-14,주공,4,41.56,5,1980,6500
43150,청전동,2021-07-15,주공,4,42.11,3,1980,7400
43150,청전동,2021-07-15,주공,4,42.11,1,1980,7000
43150,청전동,2021-07-15,덕일한마음,987,59.85,15,1995,9500
43150,청전동,2021-07-17,현대,72,84.945,2,1990,15300
43150,청전동,2021-07-17,현대,72,71.175,5,1990,12300
43150,청전동,2021-07-17,주공,4,42.54,2,1980,6700
43150,청전동,2021-07-17,주공,4,41.99,3,1980,7400
43150,청전동,2021-07-18,주공,4,41.99,3,1980,7500
43150,청전동,2021-07-18,청전2주공,646,40.0,4,1991,5500
43150,청전동,2021-07-18,현대,72,71.175,6,1990,9500
43150,청전동,2021-07-20,청전2주공,646,40.0,4,1991,6000
43150,청전동,2021-07-20,성우한솔,1069,84.85,17,1995,15000
43150,청전동,2021-07-21,제천현대,326-5,84.95,5,1990,12400
43150,청전동,2021-07-23,주공,4,42.54,1,1980,8000
43150,청전동,2021-07-23,주공,4,47.33,3,1980,8500
43150,청전동,2021-07-24,덕일,626,84.75,4,1992,12000
43150,청전동,2021-07-24,현대,72,71.175,3,1990,12400
43150,청전동,2021-07-28,시영,4-16,49.35,5,1982,6600
43150,청전동,2021-07-29,형석,485-21,39.92,1,1990,3900
43150,청전동,2021-07-29,비둘기,639,35.52,16,1991,3150
43150,청전동,2021-07-30,현대,72,84.945,8,1990,16400
43150,하소동,2021-07-01,주공,82,39.3,4,1989,6000
43150,하소동,2021-07-01,주공2,353,39.6,8,1995,6500
43150,하소동,2021-07-05,청구,139,59.81,1,2002,11500
43150,하소동,2021-07-05,하소현대,110,59.985,13,1996,13400
43150,하소동,2021-07-07,제천그린코아루2차,198,84.9857,12,2007,27000
43150,하소동,2021-07-08,주공2,353,58.74,7,1995,8000
43150,하소동,2021-07-09,주공,82,39.3,2,1989,5900
43150,하소동,2021-07-10,하소현대,110,59.985,6,1996,12400
43150,하소동,2021-07-11,하소현대,110,84.42,4,1996,17000
43150,하소동,2021-07-11,주공2,353,39.6,2,1995,6000
43150,하소동,2021-07-12,주공2,353,58.74,4,1995,9000
43150,하소동,2021-07-12,주공2,353,58.74,1,1995,7300
43150,하소동,2021-07-15,고래,170-7,49.9242,4,1989,4000
43150,하소동,2021-07-16,청구,139,59.81,15,2002,11200
43150,하소동,2021-07-17,청구,139,84.73,8,2002,18500
43150,하소동,2021-07-18,제천그린코아루2차,198,84.9857,4,2007,25900
43150,하소동,2021-07-19,주공2,353,58.74,1,1995,7400
43150,하소동,2021-07-19,주공2,353,39.6,1,1995,5750
43150,하소동,2021-07-21,주공2,353,58.74,9,1995,8500
43150,하소동,2021-07-22,주공2,353,58.74,1,1995,8900
43150,하소동,2021-07-25,제천그린코아루2차,198,162.0245,12,2007,40900
43150,하소동,2021-07-27,주공2,353,58.74,15,1995,8900
43150,하소동,2021-07-27,주공,82,39.3,4,1989,6800
43150,하소동,2021-07-29,주공2,353,39.6,12,1995,6650
43150,하소동,2021-07-29,주공,82,39.3,3,1989,5500
43150,하소동,2021-07-30,주공2,353,58.74,5,1995,8650
43150,하소동,2021-07-30,주공,82,39.3,5,1989,4800
43150,하소동,2021-07-30,하소현대,110,59.985,8,1996,10300
43150,화산동,2021-07-11,서희스타힐스,1009,65.2733,15,2016,18000
43150,화산동,2021-07-12,삼익상가,237-19,62.1,8,1994,4550
43150,화산동,2021-07-14,무궁화,906,84.86,12,1994,10500
43150,화산동,2021-07-20,서희스타힐스,1009,84.8916,12,2016,23000
43150,화산동,2021-07-21,무궁화,906,84.86,3,1994,9800
43150,화산동,2021-07-21,서희스타힐스,1009,74.9887,14,2016,21700
43150,화산동,2021-07-21,서희스타힐스,1009,65.2733,8,2016,18500
43150,봉양읍 미당리,2021-07-01,미당한마음,820,59.545,9,2004,5900
43150,봉양읍 미당리,2021-07-05,미당한마음,820,59.545,12,2004,6250
43150,봉양읍 미당리,2021-07-09,미당한마음,820,59.545,1,2004,6000
43150,봉양읍 미당리,2021-07-12,미당한마음,820,59.545,11,2004,6800
43150,봉양읍 미당리,2021-07-15,미당한마음,820,59.545,14,2004,9000
43150,봉양읍 미당리,2021-07-16,미당한마음,820,59.545,9,2004,6000
43150,봉양읍 미당리,2021-07-16,미당한마음,820,59.545,6,2004,7500
43150,봉양읍 미당리,2021-07-17,미당한마음,820,59.545,3,2004,6200
43150,봉양읍 미당리,2021-07-19,미당한마음,820,59.545,5,2004,6300
43150,봉양읍 미당리,2021-07-31,미당한마음,820,59.545,8,2004,7800
43150,봉양읍 미당리,2021-07-31,미당한마음,820,59.545,10,2004,7500
43150,봉양읍 주포리,2021-07-05,중앙,235,59.71,9,1994,4700
43150,봉양읍 주포리,2021-07-12,중앙,235,49.5,9,1994,4500
43150,봉양읍 주포리,2021-07-16,중앙,235,84.5,12,1994,7000
43150,봉양읍 주포리,2021-07-16,중앙,235,84.5,2,1994,7500
43150,봉양읍 주포리,2021-07-20,중앙,235,55.02,12,1994,4700
43720,마로면 관기리,2021-07-10,조일,280-4,50.185,5,1986,1100
43720,보은읍 교사리,2021-07-02,동진,174-6,66.33,2,1990,4700
43720,보은읍 교사리,2021-07-07,그린,406,64.72,1,1990,4600
43720,보은읍 교사리,2021-07-09,극동,402-29,59.04,7,1997,6000
43720,보은읍 교사리,2021-07-17,동진,174-6,66.33,3,1990,4700
43720,보은읍 교사리,2021-07-20,극동,402-29,38.64,10,1997,3650
43720,보은읍 교사리,2021-07-23,그린,406,56.48,3,1990,3450
43720,보은읍 삼산리,2021-07-30,대신리치빌,151-25,84.4204,6,2014,18100
43720,보은읍 이평리,2021-07-14,프리미엄/뷰,148,59.5494,6,2016,14550
43720,보은읍 이평리,2021-07-23,두진 하트리움,168-1,59.989,6,2016,15400
43720,보은읍 장신리,2021-07-15,보은신한헤센,183,84.992,5,2018,22480
43720,보은읍 장신리,2021-07-15,보은신한헤센,183,84.992,6,2018,22480
43720,보은읍 장신리,2021-07-15,보은신한헤센,183,74.969,6,2018,19910
43720,보은읍 장신리,2021-07-20,보은신한헤센,183,84.992,1,2018,20680
43730,옥천읍 금구리,2021-07-01,옥천가화현대아파트,235-1,59.88,4,1995,7800
43730,옥천읍 마암리,2021-07-01,옥천 마암리 양우 내안애 아파트,487,84.9845,19,2017,25700
43730,옥천읍 마암리,2021-07-27,현대아파트,16,84.78,3,1992,11600
43730,옥천읍 마암리,2021-07-29,옥천 마암리 양우 내안애 아파트,487,84.9845,7,2017,26000
43730,옥천읍 문정리,2021-07-10,옥천문정주공(2)단지,374,49.62,12,1998,7800
43730,옥천읍 문정리,2021-07-16,하늘빛 아파트,430-1,84.9934,8,2007,25300
43730,옥천읍 문정리,2021-07-27,하늘빛 아파트,430-1,84.963,3,2007,24500
43730,옥천읍 양수리,2021-07-04,옥천 지엘리베라움,438,84.8935,6,2017,28700
43730,옥천읍 양수리,2021-07-12,옥천 지엘리베라움,438,77.3742,5,2017,25000
43730,옥천읍 양수리,2021-07-14,수정아파트,141,49.57,5,1992,3600
43730,옥천읍 장야리,2021-07-01,옥천장야주공(1)단지,313,51.95,1,2002,8000
43730,옥천읍 장야리,2021-07-05,옥천장야주공(1)단지,313,59.64,3,2002,12000
43730,옥천읍 장야리,2021-07-05,옥천장야주공(1)단지,313,59.64,3,2002,12200
43730,옥천읍 장야리,2021-07-12,성진,262,84.52,2,1994,10700
43730,옥천읍 장야리,2021-07-13,성진,262,59.58,10,1994,7300
43730,옥천읍 장야리,2021-07-16,옥천장야주공(1)단지,313,51.49,11,2002,9000
43730,옥천읍 장야리,2021-07-27,더 퍼스트 이안,444,59.9959,15,2021,19950
43730,옥천읍 죽향리,2021-07-07,옥향아파트,153,108.424,7,1997,14000
43730,옥천읍 죽향리,2021-07-08,옥향아파트,153,59.76,7,1997,7400
43730,옥천읍 죽향리,2021-07-09,옥향아파트,153,84.985,1,1997,11400
43730,옥천읍 죽향리,2021-07-25,옥향아파트,153,108.424,1,1997,14000
43740,영동읍 계산리,2021-07-13,영산타워맨션,445-3,55.32,5,1993,7100
43740,영동읍 계산리,2021-07-23,진영허브시티,664-2,84.75399999999998,10,2015,22000
43740,영동읍 계산리,2021-07-26,미주맨션,61-3,53.97,3,1992,5300
43740,영동읍 동정리,2021-07-01,카이저,78,84.7343,2,2020,27750
43740,영동읍 동정리,2021-07-05,카이저,78,83.7069,6,2020,26600
43740,영동읍 동정리,2021-07-11,카이저,78,83.7069,7,2020,26600
43740,영동읍 동정리,2021-07-20,영동현대,68-1,59.76,3,1996,11000
43740,영동읍 부용리,2021-07-26,삼부,593-1,65.02,3,1991,5300
43740,영동읍 설계리,2021-07-05,주공아파트(886-0),886,49.81,13,2002,7600
43740,영동읍 설계리,2021-07-08,훼미리타운,621-1,25.5,8,1998,1600
43740,영동읍 설계리,2021-07-09,주공아파트(886-0),886,39.94,8,2002,6200
43740,영동읍 설계리,2021-07-09,주공아파트(886-0),886,49.81,5,2002,7000
43745,도안면 화성리,2021-07-12,해누리,151,59.93,5,1994,4700
43745,증평읍 송산리,2021-07-02,지평더웰,721,59.9752,15,2014,16000
43745,증평읍 송산리,2021-07-17,지평더웰,721,59.9752,2,2014,16800
43745,증평읍 송산리,2021-07-20,지평더웰,721,59.9752,7,2014,18000
43745,증평읍 신동리,2021-07-20,상아,542,39.37,5,1989,3500
43745,증평읍 신동리,2021-07-27,"증평주공2,3단지아파트",545,58.14,9,1995,6800
43745,증평읍 신동리,2021-07-27,"증평주공2,3단지아파트",545,58.14,14,1995,6600
43745,증평읍 용강리,2021-07-20,서호이타운,35,28.51,2,2001,1900
43745,증평읍 용강리,2021-07-26,서호이타운,35,28.51,14,2001,2000
43745,증평읍 장동리,2021-07-01,대성베르힐리오파크,930,74.9688,17,2015,22800
43745,증평읍 장동리,2021-07-03,대성베르힐리오파크,930,59.95,15,2015,19000
43745,증평읍 장동리,2021-07-03,대성베르힐리오파크,930,84.9971,8,2015,28000
43745,증평읍 장동리,2021-07-07,증평4주공,921,51.95,2,2003,8300
43745,증평읍 장동리,2021-07-09,증평삼일,255,84.95,14,1992,13500
43745,증평읍 장동리,2021-07-15,증평삼일,255,84.95,13,1992,11800
43745,증평읍 장동리,2021-07-17,증평삼일,255,162.1,4,1992,19000
43745,증평읍 장동리,2021-07-20,증평4주공,921,51.49,2,2003,8000
43745,증평읍 장동리,2021-07-23,증평4주공,921,51.95,4,2003,9400
43745,증평읍 장동리,2021-07-24,증평삼일,255,84.95,15,1992,13300
43745,증평읍 장동리,2021-07-31,증평삼일,255,84.95,12,1992,11400
43745,증평읍 증천리,2021-07-01,한성,728,48.16,2,1988,4000
43745,증평읍 창동리,2021-07-11,영우,282,59.9,11,1992,6800
43745,증평읍 창동리,2021-07-12,영우,282,59.9,8,1992,7200
43745,증평읍 창동리,2021-07-14,삼보로얄맨션,225,73.81,9,1991,11000
43745,증평읍 창동리,2021-07-20,파라디아1차,822,120.743,5,2007,30200
43745,증평읍 창동리,2021-07-20,예다인1001,79,109.89,10,2008,23400
43745,증평읍 창동리,2021-07-21,파라디아1차,822,84.994,8,2007,25500
43745,증평읍 창동리,2021-07-26,부흥,224,57.44,3,1983,5900
43745,증평읍 창동리,2021-07-27,영우,282,59.9,12,1992,7800
43745,증평읍 초중리,2021-07-01,일진뜨리에,114,59.675,10,2005,8400
43750,광혜원면 광혜원리,2021-07-01,광혜원신양,416-2,59.8,4,1991,5200
43750,광혜원면 광혜원리,2021-07-01,진천광혜원주공,1078,51.74,2,2003,9700
43750,광혜원면 광혜원리,2021-07-01,목화2,529-1,59.895,7,1995,8000
43750,광혜원면 광혜원리,2021-07-02,산호2차,73-3,39.84,6,2009,5000
43750,광혜원면 광혜원리,2021-07-05,석미모닝파크,529,84.66,9,2008,15500
43750,광혜원면 광혜원리,2021-07-08,진천 광혜원 양우내안애,1088,57.5385,11,2015,12000
43750,광혜원면 광혜원리,2021-07-10,주연,408-3,59.95,14,1991,6850
43750,광혜원면 광혜원리,2021-07-11,석미모닝파크,529,84.66,9,2008,18500
43750,광혜원면 광혜원리,2021-07-12,진천 광혜원 양우내안애,1088,38.6767,11,2015,8600
43750,광혜원면 광혜원리,2021-07-13,광혜원코아루,1085,84.9196,14,2010,23500
43750,광혜원면 광혜원리,2021-07-13,산호2차,73-3,59.98,6,2009,8300
43750,광혜원면 광혜원리,2021-07-15,진천 광혜원 양우내안애,1088,82.7027,18,2015,17500
43750,광혜원면 광혜원리,2021-07-15,광혜원코아루,1085,119.8261,6,2010,27000
43750,광혜원면 광혜원리,2021-07-15,석미모닝파크,529,84.66,2,2008,15500
43750,광혜원면 광혜원리,2021-07-19,산호2차,73-3,39.84,4,2009,5400
43750,광혜원면 광혜원리,2021-07-19,산호2차,73-3,39.84,9,2009,4300
43750,광혜원면 광혜원리,2021-07-27,원림,418-2,59.52,10,1992,7300
43750,광혜원면 광혜원리,2021-07-29,아담산호,73-5,27.43,4,1995,3000
43750,광혜원면 광혜원리,2021-07-31,진천광혜원주공,1078,51.74,1,2003,10000
43750,광혜원면 죽현리,2021-07-20,갑을아파트,202,39.06,6,2000,4200
43750,광혜원면 죽현리,2021-07-28,갑을아파트,202,49.92,7,2000,6000
43750,덕산읍 두촌리,2021-07-01,충북혁신리슈빌,2487,74.82,4,2018,38000
43750,덕산읍 두촌리,2021-07-01,충북혁신도시아모리움내안애,3148,84.9637,14,2018,41500
43750,덕산읍 두촌리,2021-07-03,충북혁신리슈빌,2487,74.82,22,2018,38000
43750,덕산읍 두촌리,2021-07-03,충북혁신리슈빌,2487,84.86,10,2018,41500
43750,덕산읍 두촌리,2021-07-04,충북혁신리슈빌,2487,74.82,1,2018,32200
43750,덕산읍 두촌리,2021-07-09,영무예다음2차,2456,84.949,11,2016,42500
43750,덕산읍 두촌리,2021-07-09,충북혁신도시아모리움내안애,3148,84.9637,11,2018,42000
43750,덕산읍 두촌리,2021-07-09,충북혁신도시아모리움내안애,3148,84.9637,13,2018,42000
43750,덕산읍 두촌리,2021-07-10,충북혁신도시아모리움내안애,3148,84.9637,13,2018,42750
43750,덕산읍 두촌리,2021-07-10,모아엘가더테라스,3146,84.9134,9,2018,45500
43750,덕산읍 두촌리,2021-07-10,충북혁신도시아모리움내안애,3148,84.9637,19,2018,40000
43750,덕산읍 두촌리,2021-07-11,영무예다음2차,2456,75.3932,8,2016,38000
43750,덕산읍 두촌리,2021-07-14,영무예다음 1차,2718,75.3932,20,2015,21900
43750,덕산읍 두촌리,2021-07-16,충북혁신도시아모리움내안애,3148,84.9637,3,2018,41000
43750,덕산읍 두촌리,2021-07-17,충북혁신리슈빌,2487,84.86,10,2018,41500
43750,덕산읍 두촌리,2021-07-17,충북혁신리슈빌,2487,74.82,12,2018,35000
43750,덕산읍 두촌리,2021-07-20,충북혁신도시아모리움내안애,3148,84.9637,20,2018,41000
43750,덕산읍 두촌리,2021-07-21,충북혁신도시아모리움내안애,3148,84.9848,7,2018,29500
43750,덕산읍 두촌리,2021-07-21,충북혁신리슈빌,2487,84.86,3,2018,23000
43750,덕산읍 두촌리,2021-07-25,충북혁신리슈빌,2487,84.94,20,2018,41500
43750,덕산읍 두촌리,2021-07-26,천년나무7단지,2402,84.53,14,2015,34800
43750,덕산읍 두촌리,2021-07-26,충북혁신도시아모리움내안애,3148,84.9637,20,2018,42000
43750,덕산읍 두촌리,2021-07-31,충북혁신리슈빌,2487,74.48,1,2018,32400
43750,덕산읍 합목리,2021-07-19,나우하이빌,302,33.18,2,2002,2530
43750,문백면 봉죽리,2021-07-16,경향렉스빌,257,40.32,11,2000,3050
43750,문백면 봉죽리,2021-07-26,경향렉스빌,257,35.1,1,2000,2900
43750,백곡면 석현리,2021-07-10,백곡정암,280-1,45.24,3,1996,2700
43750,이월면 송림리,2021-07-13,현진포르테,371-2,84.6845,10,2008,12800
43750,이월면 송림리,2021-07-19,태양,338-4,59.97,3,1991,4500
43750,진천읍 교성리,2021-07-03,진천교성주공,144,49.85,4,2000,9500
43750,진천읍 교성리,2021-07-05,진천교성주공,144,49.85,6,2000,9700
43750,진천읍 교성리,2021-07-05,진천교성주공,144,49.85,5,2000,9000
43750,진천읍 교성리,2021-07-14,진천1차대명루첸,616,80.8824,16,2016,30000
43750,진천읍 교성리,2021-07-19,양지,7-16,84.72,4,1991,7800
43750,진천읍 교성리,2021-07-19,진천교성주공,144,49.85,3,2000,9900
43750,진천읍 교성리,2021-07-22,진천교성주공,144,49.85,11,2000,9500
43750,진천읍 교성리,2021-07-23,진천교성주공,144,49.85,14,2000,9200
43750,진천읍 교성리,2021-07-24,진천교성주공,144,49.85,10,2000,10450
43750,진천읍 벽암리,2021-07-11,정암,35-2,62.92,1,1991,7000
43750,진천읍 성석리,2021-07-07,진천우림필유,976,84.9923,6,2016,26500
43750,진천읍 성석리,2021-07-09,산호오크힐,450,59.95,1,2003,9900
43750,진천읍 성석리,2021-07-19,동백3차아파트,327-1,59.73,4,1999,8000
43750,진천읍 성석리,2021-07-20,동백3차아파트,327-1,59.73,7,1999,9000
43750,진천읍 성석리,2021-07-27,동백3차아파트,327-1,29.25,2,1999,3300
43750,진천읍 성석리,2021-07-31,우주동백,480-13,50.4,1,1994,4100
43750,진천읍 신정리,2021-07-16,장산,651-1,68.94,4,1991,8700
43750,진천읍 신정리,2021-07-18,삼진동산,390,48.12,6,1996,4500
43750,진천읍 장관리,2021-07-01,우주동백2,3-1,50.0,6,1996,4200
43750,진천읍 장관리,2021-07-01,우주동백2,3-1,50.0,2,1996,4900
43750,진천읍 장관리,2021-07-01,우주동백2,3-1,50.0,10,1996,4300
43750,진천읍 장관리,2021-07-03,남해오네뜨,2-1,73.9961,2,2009,15500
43750,진천읍 장관리,2021-07-06,우주동백2,3-1,59.34,10,1996,6500
43750,진천읍 장관리,2021-07-12,우주동백2,3-1,50.0,12,1996,7000
43750,진천읍 장관리,2021-07-14,남해오네뜨,2-1,84.9109,5,2009,20500
43750,진천읍 장관리,2021-07-17,우주동백2,3-1,50.0,1,1996,4600
43750,진천읍 장관리,2021-07-21,남해오네뜨,2-1,73.9961,13,2009,17200
43750,진천읍 장관리,2021-07-24,진천장관사랑으로부영2차,880,59.9605,15,2013,13800
43750,진천읍 장관리,2021-07-25,우주동백2,3-1,50.0,8,1996,6000
43750,진천읍 장관리,2021-07-26,남해오네뜨,2-1,73.9961,11,2009,16000
43760,괴산읍 동부리,2021-07-05,신성건설 미소지움 괴산,811,84.9367,14,2014,20000
43760,괴산읍 동부리,2021-07-05,신성건설 미소지움 괴산,811,84.9367,5,2014,19000
43760,괴산읍 동부리,2021-07-06,신성건설 미소지움 괴산,811,84.9367,9,2014,20000
43760,괴산읍 동부리,2021-07-12,신성건설 미소지움 괴산,811,59.9839,3,2014,14600
43760,괴산읍 동부리,2021-07-13,신성건설 미소지움 괴산,811,84.9367,6,2014,20000
43760,괴산읍 동부리,2021-07-30,신성건설 미소지움 괴산,811,84.9367,1,2014,18300
43760,괴산읍 서부리,2021-07-05,금석아파트,90-1,52.2,2,1991,4400
43760,괴산읍 서부리,2021-07-25,금석아파트,90-1,52.2,4,1991,6500
43770,감곡면 오향리,2021-07-01,대신리치빌,1186,84.6039,7,2018,19000
43770,감곡면 오향리,2021-07-16,덕일한마음,568,46.32,5,2003,6800
43770,감곡면 오향리,2021-07-17,대신리치빌,1186,84.6039,1,2018,23200
43770,감곡면 오향리,2021-07-21,덕일한마음,568,46.32,3,2003,7100
43770,감곡면 오향리,2021-07-30,부강,557-4,84.835,15,1993,11200
43770,금왕읍 금석리,2021-07-10,음성금왕시티프라디움,482,84.9976,14,2017,29500
43770,금왕읍 금석리,2021-07-10,음성금왕시티프라디움,482,84.9976,8,2017,28400
43770,금왕읍 금석리,2021-07-13,음성금왕시티프라디움,482,84.9879,2,2017,24000
43770,금왕읍 금석리,2021-07-24,음성금왕시티프라디움,482,84.9976,17,2017,29000
43770,금왕읍 금석리,2021-07-25,음성금왕두진하트리움,340-7,65.6244,7,2007,20500
43770,금왕읍 내송리,2021-07-29,우원,216-1,41.19,3,2003,4400
43770,금왕읍 내송리,2021-07-29,우원,216-1,41.19,3,2003,4200
43770,금왕읍 내송리,2021-07-30,우원,216-1,41.19,3,2003,4100
43770,금왕읍 무극리,2021-07-03,두진백로1차,662,59.58,8,1995,7700
43770,금왕읍 무극리,2021-07-04,풍산장미,504-16,59.88,14,1995,6600
43770,금왕읍 무극리,2021-07-04,유수장미,503,59.34,5,1998,7800
43770,금왕읍 무극리,2021-07-05,"금왕풍산(가,나)",59-23,84.74,1,1990,9000
43770,금왕읍 무극리,2021-07-05,유수장미,503,59.34,5,1998,7500
43770,금왕읍 무극리,2021-07-06,명운네스트빌,585-11,84.7435,6,2004,17000
43770,금왕읍 무극리,2021-07-07,유수장미,503,36.08,6,1998,4800
43770,금왕읍 무극리,2021-07-19,유수장미,503,59.34,2,1998,7100
43770,금왕읍 무극리,2021-07-19,유수장미,503,36.08,3,1998,4500
43770,금왕읍 무극리,2021-07-21,"금왕풍산(가,나)",59-23,59.88,3,1990,6000
43770,금왕읍 무극리,2021-07-23,유수장미,503,36.08,4,1998,5000
43770,금왕읍 무극리,2021-07-24,유수장미,503,59.34,4,1998,7900
43770,금왕읍 무극리,2021-07-29,유수장미,503,59.34,10,1998,7700
43770,금왕읍 무극리,2021-07-29,두진백로1차,662,59.58,9,1995,9000
43770,금왕읍 본대리,2021-07-06,광일,산20-4,47.64,2,1992,3500
43770,대소면 대풍리,2021-07-05,산수화,582-7,48.664,1,2004,5200
43770,대소면 대풍리,2021-07-07,음성대소부영,621,84.8029,10,2006,18000
43770,대소면 대풍리,2021-07-10,산수화,582-7,59.96100000000001,2,2004,7700
43770,대소면 대풍리,2021-07-13,음성대소부영,621,84.8029,9,2006,16700
43770,대소면 대풍리,2021-07-19,음성대소부영,621,84.8029,1,2006,17300
43770,대소면 대풍리,2021-07-26,산수화,582-7,48.664,5,2004,6000
43770,대소면 대풍리,2021-07-27,음성대소부영,621,84.8029,2,2006,16000
43770,대소면 대풍리,2021-07-31,산수화,582-7,48.664,11,2004,5500
43770,대소면 부윤리,2021-07-01,조원무궁화아파트,130-17,27.63,1,1995,1720
43770,대소면 부윤리,2021-07-08,조원무궁화아파트,130-17,27.63,2,1995,1800
43770,대소면 부윤리,2021-07-12,조원무궁화아파트,130-17,27.63,8,1995,1900
43770,대소면 부윤리,2021-07-13,한미금강,121-1,53.46,1,1994,4000
43770,대소면 부윤리,2021-07-22,한미금강,121-1,33.75,3,1994,2200
43770,대소면 소석리,2021-07-01,이안음성대소아파트,626,59.9984,5,2019,16800
43770,대소면 소석리,2021-07-09,이안음성대소아파트,626,59.9984,1,2019,16400
43770,대소면 소석리,2021-07-19,이안음성대소아파트,626,84.8498,18,2019,25000
43770,대소면 소석리,2021-07-23,이안음성대소아파트,626,59.9984,13,2019,16500
43770,대소면 오산리,2021-07-02,풍산,114-5,49.86,6,1991,3000
43770,대소면 오산리,2021-07-16,풍산,114-5,41.07,6,1991,3200
43770,대소면 오산리,2021-07-21,풍산,114-5,41.07,3,1991,3600
43770,대소면 태생리,2021-07-03,대소웰메이드타운,765,84.889,5,2018,23000
43770,대소면 태생리,2021-07-05,대소두진하트리움,756,75.2445,7,2012,17300
43770,대소면 태생리,2021-07-05,대소웰메이드타운,765,84.8895,15,2018,23000
43770,대소면 태생리,2021-07-06,대소한양2,79-12,39.84,3,1997,5000
43770,대소면 태생리,2021-07-07,대소웰메이드타운,765,74.855,15,2018,21300
